keyword,normalized_query,search_intent,cluster,subcluster,country,city,audience,course,problem,funnel_stage,estimated_demand,competition_evidence,opportunity_score,ai_search_potential,existing_target_url,recommended_target_url,cannibalization_risk,content_type,action,evidence_source,confidence
inshallah meaning in malayalam,inshallah meaning in malayalam,informational,islamic-terms,definition,India,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:34,35.7,HIGH,/blog/inshallah-meaning-in-english,/blog/inshallah-meaning-in-english,LOW,definition,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
labaik allah huma labaik meaning,labaik allah huma labaik meaning,informational,islamic-terms,definition,Pakistan,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:25,35.7,HIGH,/blog/labbaik-allahumma-labbaik,/blog/labbaik-allahumma-labbaik,LOW,definition,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
last attahiyat full,last attahiyat full,informational,salah-prayer,guide,Pakistan,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:11,35.7,LOW,/blog/attahiyat-full-arabic-english-tashahhud,/blog/attahiyat-full-arabic-english-tashahhud,LOW,guide,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
last ayat of surah al baqarah,last ayat of surah al baqarah,informational,quran-surahs,reference,Germany,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:44,35.7,MEDIUM,/blog/last-two-ayahs-surah-baqarah,/blog/last-two-ayahs-surah-baqarah,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
last ten ayat of surah baqarah,last ten ayat of surah baqarah,informational,quran-surahs,reference,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:32,35.7,MEDIUM,/blog/last-two-ayahs-surah-baqarah,/blog/last-two-ayahs-surah-baqarah,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
learn quran online for adults,learn quran online for adults,commercial,islamic-general,reference,United States,,adults,none,none,middle,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:83,35.7,MEDIUM,/online-quran-classes-for-adults,/online-quran-classes-for-adults,LOW,reference,CLUSTER SUPPORT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
mashallah and barakallah,mashallah and barakallah,informational,islamic-terms,definition,Sri Lanka,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:11,35.7,LOW,/blog/barakallah-meaning,/blog/barakallah-meaning,LOW,definition,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
meaning ayatul kursi,meaning ayatul kursi,informational,quran-surahs,reference,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:56,35.7,HIGH,/blog/ayatul-kursi-arabic-english-benefits,/blog/ayatul-kursi-arabic-english-benefits,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
meaning of allahu akbar,meaning of allahu akbar,informational,islamic-terms,definition,Pakistan,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:36,35.7,HIGH,/blog/allahu-akbar-meaning-in-english,/blog/allahu-akbar-meaning-in-english,LOW,definition,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
meaning of hasbunallahu wa ni'mal wakeel,meaning of hasbunallahu wa ni'mal wakeel,informational,islamic-general,reference,Australia,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:52,35.7,HIGH,/blog/hasbunallahu-wa-nimal-wakeel-meaning,/blog/hasbunallahu-wa-nimal-wakeel-meaning,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
meaning of inshallah in urdu,meaning of inshallah in urdu,informational,islamic-terms,definition,Pakistan,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:39,35.7,HIGH,/blog/inshallah-meaning-in-english,/blog/inshallah-meaning-in-english,LOW,definition,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
meaning of surah ahad,meaning of surah ahad,informational,quran-surahs,reference,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:58,35.7,HIGH,/blog/surah-ikhlas-benefits,/blog/surah-ikhlas-benefits,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
meaning of suratul ikhlas,meaning of suratul ikhlas,informational,quran-surahs,reference,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:51,35.7,HIGH,/blog/surah-ikhlas-benefits,/blog/surah-ikhlas-benefits,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
meaning surah ikhlas,meaning surah ikhlas,informational,quran-surahs,reference,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:60,35.7,HIGH,/blog/surah-ikhlas-benefits,/blog/surah-ikhlas-benefits,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
names of allah 99 in english,names of allah 99 in english,informational,99-names,reference,Pakistan,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:29,35.7,HIGH,/blog/99-names-of-allah-asmaul-husna,/blog/99-names-of-allah-asmaul-husna,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
online quran uk,online quran uk,commercial,islamic-general,reference,United Kingdom,,none,none,none,middle,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:100,35.7,MEDIUM,/locations/online-quran-classes-uk,/locations/online-quran-classes-uk,LOW,reference,CLUSTER SUPPORT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
prayer for rizq in islam,prayer for rizq in islam,informational,salah-prayer,guide,Philippines,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:31,35.7,MEDIUM,/blog/dua-for-rizq-arabic-english,/blog/dua-for-rizq-arabic-english,LOW,guide,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
qaf in arabic,qaf in arabic,informational,islamic-general,reference,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:16,35.7,LOW,/noorani-qaida/arabic-letters/qaf,/noorani-qaida/arabic-letters/qaf,LOW,reference,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
qul huwallahu ahad meaning,qul huwallahu ahad meaning,informational,islamic-general,reference,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:48,35.7,HIGH,/blog/surah-ikhlas-benefits,/blog/surah-ikhlas-benefits,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
quran hifz online free,quran hifz online free,informational,hifz-memorisation,course,United States,,none,hifz,cost,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:77,35.7,MEDIUM,/hifz-quran-online,/hifz-quran-online,LOW,course,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
quran learning games,quran learning games,commercial,islamic-general,reference,United States,,none,none,none,middle,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:61,35.7,MEDIUM,/noorani-qaida/guides/gamified-learning,/noorani-qaida/guides/gamified-learning,LOW,reference,CLUSTER SUPPORT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
read ayatul kursi in english,read ayatul kursi in english,informational,quran-surahs,reference,United States,,none,quran-reading,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:52,35.7,HIGH,/blog/ayatul-kursi-arabic-english-benefits,/blog/ayatul-kursi-arabic-english-benefits,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
safar ki dua in arabic text,safar ki dua in arabic text,informational,duas-supplications,guide,Australia,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:42,35.7,MEDIUM,/blog/safar-ki-dua-travel-dua-arabic-english,/blog/safar-ki-dua-travel-dua-arabic-english,LOW,guide,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
small durood sharif in english,small durood sharif in english,informational,duas-supplications,guide,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:54,35.7,HIGH,/blog/darood-sharif,/blog/darood-sharif,LOW,guide,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
surah al kursi meaning,surah al kursi meaning,informational,quran-surahs,reference,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:59,35.7,HIGH,/blog/ayatul-kursi-arabic-english-benefits,/blog/ayatul-kursi-arabic-english-benefits,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
surah ayatul kursi meaning,surah ayatul kursi meaning,informational,quran-surahs,reference,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:55,35.7,HIGH,/blog/ayatul-kursi-arabic-english-benefits,/blog/ayatul-kursi-arabic-english-benefits,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
surah ayatul kursi meaning in english,surah ayatul kursi meaning in english,informational,quran-surahs,reference,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:52,35.7,HIGH,/blog/ayatul-kursi-arabic-english-benefits,/blog/ayatul-kursi-arabic-english-benefits,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
surah yaseen with meaning,surah yaseen with meaning,informational,quran-surahs,reference,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:53,35.7,HIGH,/blog/surah-yaseen-arabic-english.html,/blog/surah-yaseen-arabic-english.html,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
talbiyah meaning,talbiyah meaning,informational,unclustered,unknown,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:48,35.7,HIGH,/blog/labbaik-allahumma-labbaik,/blog/labbaik-allahumma-labbaik,LOW,unknown,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
the 99 names of allah and their meaning,the 99 names of allah and their meaning,informational,99-names,reference,Nigeria,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:39,35.7,HIGH,/blog/99-names-of-allah-asmaul-husna,/blog/99-names-of-allah-asmaul-husna,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
the best time to pray tahajjud,the best time to pray tahajjud,informational,salah-prayer,guide,Vietnam,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:34,35.7,MEDIUM,/blog/tahajjud-prayer,/blog/tahajjud-prayer,LOW,guide,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
the meaning of surah ikhlas,the meaning of surah ikhlas,informational,quran-surahs,reference,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:56,35.7,HIGH,/blog/surah-ikhlas-benefits,/blog/surah-ikhlas-benefits,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
translation ayatul kursi in english,translation ayatul kursi in english,informational,quran-surahs,reference,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:57,35.7,HIGH,/blog/ayatul-kursi-arabic-english-benefits,/blog/ayatul-kursi-arabic-english-benefits,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
translation of dua e qunoot,translation of dua e qunoot,informational,duas-supplications,guide,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:53,35.7,HIGH,/blog/dua-e-qunoot-arabic-english.html,/blog/dua-e-qunoot-arabic-english.html,LOW,guide,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
translation of dua qunoot,translation of dua qunoot,informational,duas-supplications,guide,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:52,35.7,HIGH,/blog/dua-e-qunoot-arabic-english.html,/blog/dua-e-qunoot-arabic-english.html,LOW,guide,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
what does allahu akbar actually mean,what does allahu akbar actually mean,informational,islamic-terms,definition,Malaysia,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:35,35.7,HIGH,/blog/allahu-akbar-meaning-in-english,/blog/allahu-akbar-meaning-in-english,LOW,definition,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
what does allahu akbar mean in english,what does allahu akbar mean in english,informational,islamic-terms,definition,MAR,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:43,35.7,HIGH,/blog/allahu-akbar-meaning-in-english,/blog/allahu-akbar-meaning-in-english,LOW,definition,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
what is the bismillah,what is the bismillah,informational,islamic-terms,definition,India,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:39,35.7,HIGH,/blog/bismillah-meaning-in-english,/blog/bismillah-meaning-in-english,LOW,definition,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
what is the meaning of subhanallah,what is the meaning of subhanallah,informational,islamic-terms,definition,India,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:36,35.7,HIGH,/blog/subhanallah-meaning,/blog/subhanallah-meaning,LOW,definition,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
99 names allah with meaning,99 names allah with meaning,informational,99-names,reference,UGA,,none,none,none,top,GSC_IMPRESSIONS_68D:6,GSC_AVG_POSITION:52.2,35.6,HIGH,/blog/99-names-of-allah-asmaul-husna,/blog/99-names-of-allah-asmaul-husna,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
alhamdulillah english translation,alhamdulillah english translation,informational,islamic-terms,definition,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:6,GSC_AVG_POSITION:63,35.6,HIGH,/blog/alhamdulillah-meaning-in-english,/blog/alhamdulillah-meaning-in-english,MEDIUM,definition,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
asma ul husna meaning,asma ul husna meaning,informational,99-names,reference,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:6,GSC_AVG_POSITION:63.7,35.6,HIGH,/blog/99-names-of-allah-asmaul-husna,/blog/99-names-of-allah-asmaul-husna,MEDIUM,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
ijazah,ijazah,informational,quran-learning-service,service,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:12,GSC_AVG_POSITION:60.7,35.4,LOW,/blog/what-is-ijazah-in-quran-teaching,/blog/what-is-ijazah-in-quran-teaching,LOW,service,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,HIGH
99 names of allah and meaning in english,99 names of allah and meaning in english,informational,99-names,reference,Bangladesh,,none,none,none,top,GSC_IMPRESSIONS_68D:5,GSC_AVG_POSITION:43.8,35.3,HIGH,/blog/99-names-of-allah-asmaul-husna,/blog/99-names-of-allah-asmaul-husna,MEDIUM,reference,CONTENT REFRESH,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
99 names of allah with english meaning,99 names of allah with english meaning,informational,99-names,reference,Pakistan,,none,none,none,top,GSC_IMPRESSIONS_68D:5,GSC_AVG_POSITION:41.4,35.3,HIGH,/blog/99-names-of-allah-asmaul-husna,/blog/99-names-of-allah-asmaul-husna,MEDIUM,reference,CONTENT REFRESH,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
definition of alhamdulillah,definition of alhamdulillah,informational,islamic-terms,definition,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:5,GSC_AVG_POSITION:69,35.3,HIGH,/blog/alhamdulillah-meaning-in-english,/blog/alhamdulillah-meaning-in-english,MEDIUM,definition,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
ghusl step,ghusl step,informational,salah-prayer,guide,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:11,GSC_AVG_POSITION:39.5,35.3,LOW,/blog/how-to-do-ghusl-step-by-step,/blog/how-to-do-ghusl-step-by-step,LOW,guide,CONTENT REFRESH,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,HIGH
meaning of asma ul husna,meaning of asma ul husna,informational,99-names,reference,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:5,GSC_AVG_POSITION:61,35.3,HIGH,/blog/99-names-of-allah-asmaul-husna,/blog/99-names-of-allah-asmaul-husna,MEDIUM,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
names of allah with meaning and benefits,names of allah with meaning and benefits,informational,99-names,reference,India,,none,none,none,top,GSC_IMPRESSIONS_68D:5,GSC_AVG_POSITION:43.6,35.3,HIGH,/blog/99-names-of-allah-asmaul-husna,/blog/99-names-of-allah-asmaul-husna,LOW,reference,CONTENT REFRESH,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
ninety nine names of allah with meaning in english,ninety nine names of allah with meaning in english,informational,99-names,reference,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:5,GSC_AVG_POSITION:63.2,35.3,HIGH,/blog/99-names-of-allah-asmaul-husna,/blog/99-names-of-allah-asmaul-husna,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
safar ki dua in arabic,safar ki dua in arabic,informational,duas-supplications,guide,UAE,,none,none,none,top,GSC_IMPRESSIONS_68D:5,GSC_AVG_POSITION:22.4,35.3,MEDIUM,/blog/safar-ki-dua-travel-dua-arabic-english,/blog/safar-ki-dua-travel-dua-arabic-english,LOW,guide,CONTENT REFRESH,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
surah waqiah meaning,surah waqiah meaning,informational,quran-surahs,reference,UAE,,none,none,none,top,GSC_IMPRESSIONS_68D:5,GSC_AVG_POSITION:58.6,35.3,HIGH,/blog/surah-waqiah-benefits,/blog/surah-waqiah-benefits,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
islamic phrases for everyday use,islamic phrases for everyday use,informational,islamic-general,reference,Denmark,,none,none,none,top,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:84,35.1,MEDIUM,/blog/islamic-phrases-meaning,/blog/islamic-phrases-meaning,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
99 name of allah with meaning in english,99 name of allah with meaning in english,informational,99-names,reference,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:57.5,35.1,HIGH,/blog/99-names-of-allah-asmaul-husna,/blog/99-names-of-allah-asmaul-husna,MEDIUM,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
99 names of allah with english,99 names of allah with english,informational,99-names,reference,Australia,,none,none,none,top,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:41,35.1,MEDIUM,/blog/99-names-of-allah-asmaul-husna,/blog/99-names-of-allah-asmaul-husna,MEDIUM,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
asma ul husna 99 names of allah with meaning,asma ul husna 99 names of allah with meaning,informational,99-names,reference,UAE,,none,none,none,top,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:41,35.1,HIGH,/blog/99-names-of-allah-asmaul-husna,/blog/99-names-of-allah-asmaul-husna,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
asma ul husna allah 99 names,asma ul husna allah 99 names,informational,99-names,reference,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:38.5,35.1,MEDIUM,/blog/99-names-of-allah-asmaul-husna,/blog/99-names-of-allah-asmaul-husna,MEDIUM,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
ayat al kursi translation,ayat al kursi translation,informational,quran-surahs,reference,Bangladesh,,none,none,none,top,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:44,35.1,HIGH,/blog/ayatul-kursi-arabic-english-benefits,/blog/ayatul-kursi-arabic-english-benefits,MEDIUM,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
dua e qunoot meaning,dua e qunoot meaning,informational,duas-supplications,guide,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:68,35.1,HIGH,/blog/dua-e-qunoot-arabic-english,/blog/dua-e-qunoot-arabic-english,MEDIUM,guide,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
dua qunoot meaning,dua qunoot meaning,informational,duas-supplications,guide,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:72.5,35.1,HIGH,/blog/dua-e-qunoot-arabic-english,/blog/dua-e-qunoot-arabic-english,MEDIUM,guide,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
inshallah in arabic meaning,inshallah in arabic meaning,informational,islamic-terms,definition,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:58.5,35.1,HIGH,/blog/inshallah-meaning-in-english,/blog/inshallah-meaning-in-english,LOW,definition,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
inshallah pronunciation,inshallah pronunciation,informational,islamic-terms,definition,Spain,,none,none,none,top,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:40,35.1,LOW,/blog/inshallah-meaning-in-english,/blog/inshallah-meaning-in-english,LOW,definition,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
la ilaha illa allah meaning,la ilaha illa allah meaning,informational,islamic-terms,definition,UAE,,none,none,none,top,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:40.5,35.1,HIGH,/blog/la-ilaha-illallah-meaning,/blog/la-ilaha-illallah-meaning,LOW,definition,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
la ilaha illallah in arabic,la ilaha illallah in arabic,informational,islamic-terms,definition,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:35,35.1,MEDIUM,/blog/la-ilaha-illallah-meaning,/blog/la-ilaha-illallah-meaning,LOW,definition,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
lam yalid walam yulad meaning,lam yalid walam yulad meaning,informational,unclustered,unknown,Bangladesh,,none,none,none,top,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:29,35.1,HIGH,/blog/surah-ikhlas-benefits,/blog/surah-ikhlas-benefits,LOW,unknown,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
meaning of 99 names of allah,meaning of 99 names of allah,informational,99-names,reference,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:60,35.1,HIGH,/blog/99-names-of-allah-asmaul-husna,/blog/99-names-of-allah-asmaul-husna,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
